GMDNR,GMDNAME_x,Stimmberechtigte,Abgegebene Stimmen,Beteiligung in %,Gültige Stimmzettel,Ja,Nein,Ja in %,GMDNAME_y,BZNR,KTNR,geometry
3891,Luzein,1229,424,34.5,415,287,128,69.16,Luzein,1849,18,"POLYGON ((2786316 1208429, 2786622.6875 1207285.138700001, 2785940.272500001 1206475.7375000007, 2786066.013799999 1206209.8812999986, 2785417.9974999987 1205389.441300001, 2785430.3225000016 1204704.9574999996, 2785115.7087000012 1204205.6900000013, 2785704.960000001 1203553.5912000015, 2785435.745000001 1202802.629999999, 2785597.9800000004 1201730.576200001, 2785914.7650000006 1201674.3099999987, 2785585.218699999 1201054.2149999999, 2785295 1200648, 2783979 1200849, 2783601 1201201, 2783242 1200431, 2782481 1200732, 2782135 1201015, 2781511 1201135, 2781391 1201391, 2780996 1201260, 2780001 1201656, 2779625 1201565, 2779195 1200935, 2778575 1200535, 2778295 1199835, 2777815 1199585, 2777495 1198655, 2777509 1197888, 2776674 1198150, 2776868 1198325, 2776135 1199385, 2775235 1199415, 2774473.4613000005 1199716.2824999988, 2773815 1200245, 2773490 1200917, 2773185 1200865, 2772575 1202415, 2773015 1202105, 2773815 1202155, 2774547 1203459, 2774809 1203347, 2775202 1203766, 2775638 1203773, 2775865 1204197, 2776390 1204248, 2776563 1205163, 2777075 1206305, 2777574.3938000016 1206074.0174999982, 2778115 1206545, 2778735 1206775, 2780865 1206943, 2781148 1207408, 2780735 1208494, 2781517 1208980, 2781857.8724999987 1209803.5938000008, 2782275.477499999 1209616.6986999996, 2782638.2474999987 1209915.6499999985, 2783524.532499999 1210086.7912000008, 2784103.6400000006 1210871.6013000011, 2784606.3213 1210666.4763000011, 2785295.1636999995 1210677.003800001, 2785616.6086999997 1210330.0799999982, 2784936.1149999984 1209757.2525000013, 2784913.9261999987 1209376.2287000008, 2785094.2837999985 1209035.246199999, 2786316 1208429))"
3961,Grüsch,1570,578,36.82,564,413,151,73.23,Grüsch,1849,18,"POLYGON ((2769740 1203177, 2769240 1203172, 2769026 1202728, 2767801 1202879, 2766661 1202070, 2766679 1200999, 2767317 1200547, 2766939 1199613, 2767328 1199181, 2766159 1199121, 2766055 1199754, 2765705 1200015, 2765545 1199935, 2765565 1199595, 2765985 1198955, 2765430 1198365, 2764926 1198194, 2764262 1198967, 2764778 1199469, 2764660 1199941, 2765085 1200425, 2764890 1200864, 2764355 1201254, 2764065 1201746, 2764408 1202204, 2764519 1203181, 2764863 1203850, 2764750 1204085, 2765338 1204515, 2765165 1204775, 2766126 1205025, 2766863 1204909, 2767825 1205745, 2767952 1206792, 2768315 1206985, 2768135 1207785, 2768375 1208035, 2768385 1208946, 2768737 1209257, 2768795 1209745, 2770564 1210952, 2771148 1211004, 2771465 1210807, 2771645 1210941, 2771834 1210766, 2772882 1210939, 2772997 1210727, 2774025 1211075, 2775174 1210951, 2774765 1210115, 2774115 1209615, 2774028 1208779, 2773550 1208426, 2772476 1208305, 2772203 1207686, 2771491 1207210, 2771246 1206726, 2769729 1205506, 2769356 1205654, 2769179 1205472, 2769125 1204845, 2769555.2313 1204824.182500001, 2769627 1204023, 2770085 1204033, 2769740 1203177))"
3962,Schiers,1858,613,32.99,596,446,150,74.83,Schiers,1849,18,"POLYGON ((2769740 1203177, 2770085 1204033, 2769627 1204023, 2769555.2313 1204824.182500001, 2769125 1204845, 2769179 1205472, 2769356 1205654, 2769729 1205506, 2771246 1206726, 2771491 1207210, 2772203 1207686, 2772476 1208305, 2773550 1208426, 2774028 1208779, 2774115 1209615, 2774765 1210115, 2775174 1210951, 2775625 1211444, 2776752 1211415, 2777652 1211698, 2778175.9186999984 1212375.8161999993, 2778849.9849999994 1211643.4211999997, 2779581.307500001 1211376.3425000012, 2780436.2474999987 1210584.1724999994, 2780670.6462000012 1210681.4737999998, 2781340.3161999993 1210376.3674999997, 2781857.8724999987 1209803.5938000008, 2781517 1208980, 2780735 1208494, 2781148 1207408, 2780865 1206943, 2778735 1206775, 2778115 1206545, 2777574.3938000016 1206074.0174999982, 2777075 1206305, 2776563 1205163, 2776390 1204248, 2775865 1204197, 2775638 1203773, 2775202 1203766, 2774809 1203347, 2774547 1203459, 2773815 1202155, 2773015 1202105, 2772575 1202415, 2771392 1202835, 2770655 1202753, 2769740 1203177))"
3972,Seewis im Prättigau,1024,313,30.57,308,228,80,74.03,Seewis im Prättigau,1849,18,"POLYGON ((2778175.9186999984 1212375.8161999993, 2777652 1211698, 2776752 1211415, 2775625 1211444, 2775174 1210951, 2774025 1211075, 2772997 1210727, 2772882 1210939, 2771834 1210766, 2771645 1210941, 2771465 1210807, 2771148 1211004, 2770564 1210952, 2768795 1209745, 2768737 1209257, 2768385 1208946, 2768375 1208035, 2768135 1207785, 2768315 1206985, 2767952 1206792, 2767825 1205745, 2766863 1204909, 2766126 1205025, 2765165 1204775, 2765184 1205030, 2764002 1205477, 2763961 1205891, 2763745 1205963, 2764125 1206909, 2763840 1207192, 2764166 1207812, 2764282 1208548, 2764134 1208707, 2764370 1208756, 2764562 1209107, 2765658 1210045, 2766488 1210489, 2765478 1210681, 2765418 1211074, 2766058 1211411, 2766200 1211816, 2766978 1211768, 2766984.4712999985 1213525.0100000016, 2767340.8663000017 1213781.9100000001, 2767606.013700001 1214440.2600000016, 2768610.2250000015 1214291.4836999997, 2770391.977499999 1214777.7111999989, 2770415.914999999 1214428.4463, 2770896.1613 1214027.9136999995, 2771616.7525000013 1213733.0425000004, 2772352.1286999993 1213915.1499999985, 2772348.482500002 1213271.1950000003, 2773214.3225000016 1212776.7950000018, 2774973.1224999987 1212741.5388000011, 2775271.9037000015 1212584.3225000016, 2775504.1713000014 1212126.3112000003, 2778175.9186999984 1212375.8161999993))"
3572,Falera,457,203,44.42,201,142,59,70.65,Falera,1850,18,"POLYGON ((2734899 1185739, 2733592 1186630, 2733060 1187533, 2733135 1188347, 2732823 1189399, 2731763 1190935, 2731838 1191917, 2731637 1192708, 2733760 1190746, 2735050 1189854, 2734919 1189679, 2736677 1188982, 2736748 1187922, 2737133 1187202, 2737619 1186958, 2737637 1186675, 2738164 1186515, 2737827 1186145, 2738069 1185338, 2737769 1185000, 2737840 1184542, 2738038 1184439, 2737760 1183963, 2736230 1184073, 2735645 1185045, 2734899 1185739))"
3575,Laax,1234,457,37.03,444,318,126,71.62,Laax,1850,18,"POLYGON ((2737760 1183963, 2738038 1184439, 2737840 1184542, 2737769 1185000, 2738069 1185338, 2737827 1186145, 2738164 1186515, 2737637 1186675, 2737619 1186958, 2737133 1187202, 2736748 1187922, 2736677 1188982, 2734919 1189679, 2735050 1189854, 2733760 1190746, 2731637 1192708, 2730976 1192852, 2730669 1193501, 2732526 1193461, 2733367 1193190, 2734561 1193955, 2735210 1194958, 2735328 1194216, 2735883 1193913, 2737094 1192427, 2737116 1191546, 2738597 1189063, 2740121 1187130, 2740978 1186610, 2741528 1186591, 2740528 1185486, 2739430 1185103, 2739062 1184816, 2739132 1184523, 2737760 1183963))"
3581,Sagogn,520,176,33.85,175,134,41,76.57,Sagogn,1850,18,"POLYGON ((2738982 1182995, 2738339 1182852, 2737843 1183106, 2737760 1183963, 2739132 1184523, 2739062 1184816, 2739430 1185103, 2740528 1185486, 2741528 1186591, 2742090 1186419, 2742641 1185722, 2742215 1185675, 2742075 1185455, 2742175 1184695, 2741935 1184295, 2740625 1184525, 2740305 1184075, 2739419 1183582, 2738982 1182995))"
3582,Schluein,395,100,25.32,98,69,29,70.41,Schluein,1850,18,"POLYGON ((2734899 1185739, 2735645 1185045, 2736230 1184073, 2737760 1183963, 2737843 1183106, 2737494 1183159, 2737165.5474999994 1182667.2124999985, 2736285 1182305, 2735252 1182170, 2734867 1182557, 2735409 1182965, 2735265 1183180, 2735503 1183375, 2735505 1183812, 2735003 1184706, 2734899 1185739))"
3603,Vals,732,233,31.83,232,194,38,83.62,Vals,1850,18,"POLYGON ((2723018 1160382, 2723441 1160365, 2723449 1160109, 2723842 1159726, 2725125 1159762, 2726203 1160304, 2727132 1161743, 2727325 1161753, 2727257 1162408, 2728888 1164434, 2728896 1164835, 2730488 1165461, 2730794 1166178, 2730470 1167410, 2731353 1168088, 2731255 1168713, 2731574 1169153, 2731545 1169474, 2731743 1169657, 2732285 1169514, 2733458 1169660, 2733099 1170116, 2733183 1171248, 2734503 1171096, 2735203 1171623, 2735728 1171047, 2736164 1171058, 2736972 1170521, 2737466 1168850, 2737320 1168637, 2738070 1166876, 2737740 1165569, 2737078 1165139, 2738242 1164052, 2738211 1163719, 2737793 1163555, 2737598 1163114, 2737462 1162294, 2737759 1161412, 2737789 1160590, 2737419 1159950, 2737525 1159766, 2737229 1158825, 2735903 1158423, 2735245 1157360, 2734405 1157384, 2733655 1157037, 2733529 1156681, 2732450 1156365, 2731641 1155714, 2731573 1154935, 2729231 1154002, 2727693 1152216, 2725985 1152144, 2724657 1152527, 2723917 1152332, 2723329 1151737, 2722946 1150436, 2722353 1151356, 2721639 1151983, 2721585 1153203, 2721055 1154634, 2721441 1154854, 2721527 1155292, 2721221 1156360, 2721617 1157236, 2721503 1157556, 2721760 1157958, 2721751 1158421, 2722397 1159460, 2722529 1160221, 2723018 1160382))"
3618,Lumnezia,1739,558,32.09,549,411,138,74.86,Lumnezia,1850,18,"POLYGON ((2717193 1165665, 2717441 1165436, 2719234 1165235, 2719374 1164916, 2719746 1164868, 2720067 1165552, 2721478 1166674, 2721117 1167268, 2721434 1167907, 2721070 1168267, 2720656 1169577, 2720820 1170691, 2721195 1170815, 2722022 1170528, 2722369 1170592, 2724893 1171718, 2725599 1171638, 2726164 1171800, 2727249 1173425, 2727460 1174310, 2728239 1175013, 2728657 1175149, 2728596 1175455, 2728970 1176223, 2729533 1176600, 2729945 1177193, 2730787 1177569, 2731584 1178296, 2731841 1178221, 2732974 1178598, 2734462 1178499, 2734930 1178867, 2735930.217500001 1178690.0500000007, 2735970 1178036, 2734575 1175795, 2734625 1175521, 2734995 1175225, 2736275 1174505, 2738258 1171725, 2738389 1171054, 2738053 1169633, 2737466 1168850, 2736972 1170521, 2736164 1171058, 2735728 1171047, 2735203 1171623, 2734503 1171096, 2733183 1171248, 2733099 1170116, 2733458 1169660, 2732285 1169514, 2731743 1169657, 2731545 1169474, 2731574 1169153, 2731255 1168713, 2731353 1168088, 2730470 1167410, 2730794 1166178, 2730488 1165461, 2728896 1164835, 2728888 1164434, 2727257 1162408, 2727325 1161753, 2727132 1161743, 2726203 1160304, 2725125 1159762, 2723842 1159726, 2723449 1160109, 2723441 1160365, 2723018 1160382, 2722934 1160982, 2722211 1161556, 2722241 1162216, 2721782 1162104, 2721215 1162554, 2720865 1162543, 2720077 1163391, 2719264 1163455, 2718364 1163116, 2717562 1162416, 2717019 1162528, 2716728 1162398, 2716507 1163289, 2716751 1164123, 2716299 1165467, 2717193 1165665))"
3619,Ilanz/Glion,3396,1060,31.21,1026,750,276,73.1,Ilanz/Glion,1850,18,"POLYGON ((2724024 1192799, 2724669 1192860, 2726265 1192448, 2726254 1192049, 2726954 1191187, 2727059 1190462, 2727564 1190164, 2728741 1190916, 2728860 1191170, 2729757 1191479, 2730199 1192528, 2730976 1192852, 2731637 1192708, 2731838 1191917, 2731763 1190935, 2732823 1189399, 2733135 1188347, 2733060 1187533, 2733592 1186630, 2734899 1185739, 2735003 1184706, 2735505 1183812, 2735503 1183375, 2735265 1183180, 2735409 1182965, 2734867 1182557, 2735252 1182170, 2736285 1182305, 2737165.5474999994 1182667.2124999985, 2737494 1183159, 2737843 1183106, 2738339 1182852, 2738982 1182995, 2739513 1182019, 2739504 1181267, 2740080 1179695, 2740816 1179185, 2741149 1179192, 2741400 1178888, 2741698 1178260, 2741705 1177617, 2741977 1177275, 2741073 1176464, 2741309 1174572, 2740696 1173251, 2740135 1171235, 2738549 1169231, 2738025 1168901, 2737466 1168850, 2738053 1169633, 2738389 1171054, 2738258 1171725, 2736275 1174505, 2734995 1175225, 2734625 1175521, 2734575 1175795, 2735970 1178036, 2735930.217500001 1178690.0500000007, 2734930 1178867, 2734462 1178499, 2732974 1178598, 2732426 1179042, 2732102 1179812, 2732541 1180938, 2733482 1180806, 2733824 1180966, 2732989 1180979, 2732787 1181216, 2731974 1181135, 2730867 1181563, 2729933 1181174, 2729197 1181109, 2728981 1181544, 2729067 1181802, 2729939 1182434, 2729718 1182586, 2729013 1182558, 2728675 1183125, 2728435 1184485, 2727715 1185595, 2727515 1186355, 2727678 1187042, 2726718 1188351, 2725967 1188655, 2726507 1188947, 2725316 1190254, 2725087 1190920, 2724284 1191995, 2724024 1192799))"
3672,Safiental,736,276,37.5,269,196,73,72.86,Safiental,1850,18,"POLYGON ((2748312 1180827, 2748078 1179706, 2748347 1179208, 2746583 1175962, 2746859 1174747, 2746641 1174518, 2745038 1173443, 2744572 1172399, 2743735 1171345, 2744255 1171025, 2744555 1171055, 2745495 1170155, 2745685 1169575, 2745625 1168735, 2745515 1168015, 2745245 1167845, 2745164 1167506, 2745772 1167074, 2745349 1166843, 2744970 1166540, 2744447 1166512, 2743462 1166068, 2743052 1166099, 2742898 1165723, 2743036 1165071, 2742717 1164435, 2743574 1163891, 2743485 1163185, 2743648 1162628, 2743427 1162548, 2743157 1161246, 2741105 1160725, 2740267 1160247, 2737525 1159766, 2737419 1159950, 2737789 1160590, 2737759 1161412, 2737462 1162294, 2737598 1163114, 2737793 1163555, 2738211 1163719, 2738242 1164052, 2737078 1165139, 2737740 1165569, 2738070 1166876, 2737320 1168637, 2737466 1168850, 2738025 1168901, 2738549 1169231, 2740135 1171235, 2740696 1173251, 2741309 1174572, 2741073 1176464, 2741977 1177275, 2741705 1177617, 2741698 1178260, 2741400 1178888, 2741149 1179192, 2740816 1179185, 2740080 1179695, 2739504 1181267, 2739513 1182019, 2738982 1182995, 2739419 1183582, 2740305 1184075, 2740625 1184525, 2741935 1184295, 2742175 1184695, 2742075 1185455, 2742215 1185675, 2742641 1185722, 2743015 1185905, 2743465 1185635, 2743649 1185987, 2744045 1185435, 2744409 1185477, 2745388 1185019, 2745221 1184479, 2746098 1182829, 2746415 1183154, 2746979 1183322, 2747448 1183167, 2747423 1182661, 2747407 1182050, 2747800 1181727, 2747979 1181837, 2748236 1181300, 2748069 1181062, 2748312 1180827))"
3981,Breil/Brigels,1425,400,28.07,392,286,106,72.96,Breil/Brigels,1850,18,"POLYGON ((2715955 1184819, 2719850 1185646, 2720672 1186346, 2721399 1188146, 2721733 1188371, 2721673 1188782, 2721953 1189462, 2722580 1190040, 2722433 1190628, 2722558 1191852, 2723121 1191932, 2723701 1192748, 2724024 1192799, 2724284 1191995, 2725087 1190920, 2725316 1190254, 2726507 1188947, 2725967 1188655, 2726718 1188351, 2727678 1187042, 2727515 1186355, 2727715 1185595, 2728435 1184485, 2728675 1183125, 2729013 1182558, 2729718 1182586, 2729939 1182434, 2729067 1181802, 2728981 1181544, 2729197 1181109, 2729265 1180735, 2728622 1180676, 2728177 1179920, 2727979 1180006, 2727267 1179537, 2724803 1178969, 2724096 1179163, 2723038 1178777, 2722618.5287999995 1178319.2287000008, 2721734.9486999996 1177857.1711999997, 2722099.7487999983 1177670.6262999997, 2721738 1177098, 2721445 1177335, 2721288 1177806, 2721916 1178527, 2721253 1179155, 2720709 1180845, 2720479 1180823, 2720078 1181389, 2718956 1182011, 2718544 1182732, 2718237 1182866, 2717202 1182646, 2716772 1182791, 2716761 1183019, 2716244 1183371, 2715955 1184819))"
3982,Disentis/Mustér,1543,579,37.52,571,424,147,74.26,Disentis/Mustér,1850,18,"POLYGON ((2712665 1185503, 2710793.3938000016 1184227.0438, 2710775 1183315, 2710265 1182415, 2710435 1181065, 2709935 1180125, 2711035 1178805, 2711435 1177725, 2711545 1176855, 2711335 1175775, 2711897 1174680, 2712027 1173644, 2712248 1173535, 2712049 1173159, 2712178 1172071, 2711735 1172223, 2709814 1171926, 2709168 1171405, 2708416 1171578, 2706462 1169786, 2704672 1169889, 2704186 1171913, 2702998 1173046, 2702498 1173299, 2701914 1174296, 2701961 1174955, 2702351 1175223, 2702477 1175932, 2702683 1176113, 2703562 1176501, 2704017 1176485, 2705034 1177155, 2704784 1177875, 2705403 1179549, 2705340 1179922, 2705975 1180311, 2706395 1180232, 2706578 1180478, 2706092 1181831, 2706070 1183224, 2706561 1183620, 2707602 1183542, 2707562 1183987, 2707932 1184142, 2708481 1184820, 2709547 1185166, 2709785 1185669, 2710652 1185883, 2711402 1185822, 2712048 1185374, 2712665 1185503))"
3983,Medel (Lucmagn),342,119,34.8,118,98,20,83.05,Medel (Lucmagn),1850,18,"POLYGON ((2717193 1165665, 2716299 1165467, 2715916 1165678, 2715798 1164793, 2715051 1164135, 2713688 1164607, 2712494 1163770, 2712358 1163355, 2712507 1162713, 2713283 1161665, 2713205 1161180, 2712264 1160302, 2710209 1159214, 2708542 1158635, 2707689 1157862, 2706815 1157903, 2706635 1158731, 2704424 1157792, 2703235 1158255, 2700578 1159168, 2700620 1159881, 2701239 1161413, 2701652 1161580, 2702064 1162507, 2702706 1163236, 2703156 1163238, 2703299 1163502, 2703270 1164186, 2703440 1164273, 2703487 1164702, 2703147 1165374, 2703180 1165977, 2703592 1166657, 2703427 1166919, 2703904 1167990, 2704572 1168656, 2704672 1169889, 2706462 1169786, 2708416 1171578, 2709168 1171405, 2709814 1171926, 2711735 1172223, 2712178 1172071, 2712457 1171122, 2712210 1170763, 2712397 1170313, 2712289 1170033, 2712761 1169496, 2712529 1168556, 2712694 1168256, 2713168 1168105, 2713797 1168188, 2714275 1168291, 2714498 1168537, 2715228 1168435, 2715915 1168687, 2716539 1168209, 2717193 1165665))"
3985,Sumvitg,1016,376,37.01,373,275,98,73.73,Sumvitg,1850,18,"POLYGON ((2717193 1165665, 2716539 1168209, 2715915 1168687, 2715228 1168435, 2714498 1168537, 2714275 1168291, 2713797 1168188, 2713168 1168105, 2712694 1168256, 2712529 1168556, 2712761 1169496, 2712289 1170033, 2712397 1170313, 2712210 1170763, 2712457 1171122, 2712178 1172071, 2712049 1173159, 2712248 1173535, 2712027 1173644, 2711897 1174680, 2711335 1175775, 2711545 1176855, 2711435 1177725, 2711035 1178805, 2709935 1180125, 2710435 1181065, 2710265 1182415, 2710775 1183315, 2710793.3938000016 1184227.0438, 2712665 1185503, 2712723 1184177, 2713720 1183891, 2714159 1181979, 2714400 1181747, 2714806 1181708, 2716301 1179327, 2716103 1178582, 2716363 1177553, 2716530 1177097, 2716754 1177164, 2716971 1176915, 2716770 1176494, 2717216 1174564, 2716825 1174259, 2716745 1172566, 2717682 1172323, 2717957 1171937, 2718480 1171867, 2719357 1172150, 2720222 1171389, 2720820 1170691, 2720656 1169577, 2721070 1168267, 2721434 1167907, 2721117 1167268, 2721478 1166674, 2720067 1165552, 2719746 1164868, 2719374 1164916, 2719234 1165235, 2717441 1165436, 2717193 1165665))"
3986,Tujetsch,974,324,33.26,315,213,102,67.62,Tujetsch,1850,18,"POLYGON ((2697099 1158841, 2696913 1159436, 2696755 1159381, 2696557 1159640, 2695053 1159408, 2695281 1160450, 2695191 1161175, 2694933 1161523, 2695108 1162412, 2694910 1162817, 2694989 1163499, 2694849 1163866, 2694148 1163952, 2693380 1164604, 2693266 1165177, 2692846 1165643, 2692941 1166000, 2693329 1166326, 2693380 1166939, 2693102 1167247, 2693578 1167932, 2693967 1167927, 2694893 1168864, 2694508 1169608, 2694493 1170243, 2694489 1171961, 2694817 1172274, 2695429 1172198, 2695897 1173059, 2696476 1173261, 2697124 1172787, 2697751 1173207, 2697847 1173596, 2698450 1173755, 2699140 1174422, 2700068 1174965, 2700181 1175229, 2699804 1176138, 2700053 1176946, 2701395 1177969, 2701709 1177888, 2701712 1177468, 2701961 1177369, 2702683 1176113, 2702477 1175932, 2702351 1175223, 2701961 1174955, 2701914 1174296, 2702498 1173299, 2702998 1173046, 2704186 1171913, 2704672 1169889, 2704572 1168656, 2703904 1167990, 2703427 1166919, 2703592 1166657, 2703180 1165977, 2703147 1165374, 2703487 1164702, 2703440 1164273, 2703270 1164186, 2703299 1163502, 2703156 1163238, 2702706 1163236, 2702064 1162507, 2701652 1161580, 2701239 1161413, 2700620 1159881, 2700578 1159168, 2700184 1158778, 2699689 1158705, 2698828 1159236, 2698040 1158558, 2697099 1158841))"
3987,Trun,982,281,28.62,275,186,89,67.64,Trun,1850,18,"POLYGON ((2713720 1183891, 2715420 1184617, 2715708 1184899, 2715955 1184819, 2716244 1183371, 2716761 1183019, 2716772 1182791, 2717202 1182646, 2718237 1182866, 2718544 1182732, 2718956 1182011, 2720078 1181389, 2720479 1180823, 2720709 1180845, 2721253 1179155, 2721916 1178527, 2721288 1177806, 2721445 1177335, 2721738 1177098, 2720560 1176329, 2720310 1175981, 2720434 1174034, 2720753 1172944, 2720222 1171389, 2719357 1172150, 2718480 1171867, 2717957 1171937, 2717682 1172323, 2716745 1172566, 2716825 1174259, 2717216 1174564, 2716770 1176494, 2716971 1176915, 2716754 1177164, 2716530 1177097, 2716363 1177553, 2716103 1178582, 2716301 1179327, 2714806 1181708, 2714400 1181747, 2714159 1181979, 2713720 1183891))"
3988,Obersaxen Mundaun,921,317,34.42,311,194,117,62.38,Obersaxen Mundaun,1850,18,"POLYGON ((2720222 1171389, 2720753 1172944, 2720434 1174034, 2720310 1175981, 2720560 1176329, 2721738 1177098, 2722099.7487999983 1177670.6262999997, 2721734.9486999996 1177857.1711999997, 2722618.5287999995 1178319.2287000008, 2723038 1178777, 2724096 1179163, 2724803 1178969, 2727267 1179537, 2727979 1180006, 2728177 1179920, 2728622 1180676, 2729265 1180735, 2729197 1181109, 2729933 1181174, 2730867 1181563, 2731974 1181135, 2732787 1181216, 2732989 1180979, 2733824 1180966, 2733482 1180806, 2732541 1180938, 2732102 1179812, 2732426 1179042, 2732974 1178598, 2731841 1178221, 2731584 1178296, 2730787 1177569, 2729945 1177193, 2729533 1176600, 2728970 1176223, 2728596 1175455, 2728657 1175149, 2728239 1175013, 2727460 1174310, 2727249 1173425, 2726164 1171800, 2725599 1171638, 2724893 1171718, 2722369 1170592, 2722022 1170528, 2721195 1170815, 2720820 1170691, 2720222 1171389))"
